detail_type,location_type,licensee,baseball,basketball,boxing_mma,football,golf,hockey,soccer,tennis,parlay,other_sport,motor_race_event,motor_race_parlay,other_event,other_event_parlay,month,numerical_month,year
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",168,12116,326,11360,639,2261,3613,2235,43223,415,5,0,0,0,January,1,2024
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,2,2432,13,1357,151,91,0,6,6182,62,0,0,0,0,January,1,2024
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,1,160,4,278,0,12,21,1,696,0,0,0,0,0,January,1,2024
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",2,4175,16,2777,7,122,11,13,3386,3,0,0,0,0,January,1,2024
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,Online Wagering,"Casino Queen, Inc.",2882,2028487,64060,2006047,7312,266421,212056,457500,7290760,268591,406,0,0,0,January,1,2024
Wager Details,Online Wagering,Elgin Riverboat Resort,208,177328,2020,109428,4364,21845,18272,29691,235916,99,141,0,0,0,January,1,2024
Wager Details,Online Wagering,"Fairmount Park, Inc.",1699,2067738,4591,1930300,73788,179514,223050,282859,9858448,283666,254,0,0,0,January,1,2024
Wager Details,Online Wagering,FHR-Illinois LLC,38,11270,335,5688,1021,2427,251,632,0,0,1,0,97,0,January,1,2024
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",0,193589,2081,125878,9632,23073,37602,56015,373027,507,0,0,0,0,January,1,2024
Wager Details,Online Wagering,"HC Aurora, LLC",260,423806,6537,301482,10265,45280,30579,68386,693372,93892,83,0,0,0,January,1,2024
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",233,257673,5270,197705,18396,49782,56271,97150,708205,18894,96,0,0,0,January,1,2024
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,263,292089,4274,269833,12081,37927,28058,49170,490324,27050,87,0,0,0,January,1,2024
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,Total,"Alton Casino, LLC",32,16715,77,18486,415,1792,388,595,6587,91,14,0,0,0,January,1,2024
Wager Details,Total,"Casino Queen, Inc.",2946,2036371,64264,2017247,8136,268791,212986,457687,7380573,268656,419,0,0,0,January,1,2024
Wager Details,Total,Elgin Riverboat Resort,224,180071,2034,112463,4449,22080,18434,29732,250340,99,147,0,0,0,January,1,2024
Wager Details,Total,"Fairmount Park, Inc.",1727,2069889,4636,1933605,74285,180018,223091,282908,9871927,283693,281,0,0,0,January,1,2024
Wager Details,Total,FHR-Illinois LLC,61,13581,364,9621,1063,2691,261,802,0,0,2,0,97,0,January,1,2024
Wager Details,Total,"Hawthorne Race Course, Inc.",2,202359,2120,136771,9632,24788,37603,56015,384147,507,0,0,0,0,January,1,2024
Wager Details,Total,"HC Aurora, LLC",287,430014,6591,307055,10389,45718,33252,68435,695630,93935,83,0,0,0,January,1,2024
Wager Details,Total,"HC Joliet, LLC",14,4368,39,7589,248,707,1130,148,1942,4,3,0,0,0,January,1,2024
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",401,269789,5596,209065,19035,52043,59884,99385,751428,19309,101,0,0,0,January,1,2024
Wager Details,Total,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,1,2024
Wager Details,Total,Par-A-Dice Gaming Corporation,265,294521,4287,271190,12232,38018,28058,49176,496506,27112,87,0,0,0,January,1,2024
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,1,160,4,278,0,12,21,1,696,0,0,0,0,0,January,1,2024
Wager Details,Total,"The Rock Island Boatworks, LLC",2,4175,16,2777,7,122,11,13,3386,3,0,0,0,0,January,1,2024
Wager Details,In-Person Wagering,"Alton Casino, LLC",239,18046,253,6916,737,1848,670,825,3481,125,352,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"Casino Queen, Inc.",257,8768,439,6147,1338,2176,998,121,69750,65,456,0,0,0,February,2,2024
Wager Details,In-Person Wagering,Elgin Riverboat Resort,82,2993,52,1990,211,329,198,97,11976,0,765,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",79,2251,97,1827,559,570,109,21,9811,74,69,0,0,0,February,2,2024
Wager Details,In-Person Wagering,FHR-Illinois LLC,78,2942,80,2307,68,320,35,15,0,0,119,0,1,0,February,2,2024
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",7,9244,104,3355,0,1203,111,0,9714,0,28,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"HC Aurora, LLC",302,34270,454,4340,228,1524,13969,113,8124,25,102,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"HC Joliet, LLC",49,6417,108,3597,371,700,1725,214,1450,25,215,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",281,14392,680,4882,856,2190,6706,2317,37327,272,200,0,0,0,February,2,2024
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,29,2482,10,516,178,54,11,3,4224,80,10,0,0,0,February,2,2024
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,2,244,0,180,10,9,56,0,525,0,2,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",30,5354,117,913,40,325,60,68,2127,1,77,0,0,0,February,2,2024
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,Online Wagering,"Casino Queen, Inc.",29018,2335041,148914,822211,238645,302937,312862,485153,5696901,297907,18070,0,0,0,February,2,2024
Wager Details,Online Wagering,Elgin Riverboat Resort,2568,185717,4370,33203,10747,21857,23338,30129,173817,334,5174,0,0,0,February,2,2024
Wager Details,Online Wagering,"Fairmount Park, Inc.",16475,2128158,6067,725057,163195,204011,325834,278898,7447393,353930,44519,0,0,0,February,2,2024
Wager Details,Online Wagering,FHR-Illinois LLC,466,13052,858,2407,1584,2477,490,585,0,0,416,0,137,0,February,2,2024
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",305,181121,4328,24281,15447,20465,44550,62202,269797,203,1478,0,0,0,February,2,2024
Wager Details,Online Wagering,"HC Aurora, LLC",4752,354353,13001,99760,21502,48634,41160,66646,492138,69963,5352,0,0,0,February,2,2024
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",2909,257400,11772,48827,29448,43915,71280,99882,536548,21598,7362,0,0,0,February,2,2024
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,3022,333787,9983,116548,18837,42606,40868,54472,463389,32391,5182,0,0,0,February,2,2024
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,Total,"Alton Casino, LLC",239,18046,253,6916,737,1848,670,825,3481,125,352,0,0,0,February,2,2024
Wager Details,Total,"Casino Queen, Inc.",29275,2343809,149353,828358,239983,305113,313860,485274,5766651,297972,18526,0,0,0,February,2,2024
Wager Details,Total,Elgin Riverboat Resort,2650,188710,4422,35193,10958,22186,23536,30226,185793,334,5939,0,0,0,February,2,2024
Wager Details,Total,"Fairmount Park, Inc.",16554,2130409,6164,726884,163754,204581,325943,278919,7457204,354004,44588,0,0,0,February,2,2024
Wager Details,Total,FHR-Illinois LLC,544,15994,938,4714,1652,2797,525,600,0,0,535,0,138,0,February,2,2024
Wager Details,Total,"Hawthorne Race Course, Inc.",312,190365,4432,27636,15447,21668,44661,62202,279511,203,1506,0,0,0,February,2,2024
Wager Details,Total,"HC Aurora, LLC",5054,388623,13455,104100,21730,50158,55129,66759,500262,69988,5454,0,0,0,February,2,2024
Wager Details,Total,"HC Joliet, LLC",49,6417,108,3597,371,700,1725,214,1450,25,215,0,0,0,February,2,2024
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",3190,271792,12452,53709,30304,46105,77986,102199,573875,21870,7562,0,0,0,February,2,2024
Wager Details,Total,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,2,2024
Wager Details,Total,Par-A-Dice Gaming Corporation,3051,336269,9993,117064,19015,42660,40879,54475,467613,32471,5192,0,0,0,February,2,2024
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,2,244,0,180,10,9,56,0,525,0,2,0,0,0,February,2,2024
Wager Details,Total,"The Rock Island Boatworks, LLC",30,5354,117,913,40,325,60,68,2127,1,77,0,0,0,February,2,2024
Wager Details,In-Person Wagering,"Alton Casino, LLC",1909,27104,250,93,751,2129,710,409,5286,66,228,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"Casino Queen, Inc.",1674,18411,799,253,1254,2849,1248,257,90577,116,244,0,0,0,March,3,2024
Wager Details,In-Person Wagering,Elgin Riverboat Resort,372,6651,58,51,331,539,138,87,15362,0,59,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",455,4097,157,36,650,915,84,75,14825,190,119,0,0,0,March,3,2024
Wager Details,In-Person Wagering,FHR-Illinois LLC,582,7416,96,80,161,403,44,35,0,0,183,0,1,0,March,3,2024
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",334,18693,109,0,0,1032,62,0,11142,0,30,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"HC Aurora, LLC",871,10938,251,22,230,644,4969,91,1751,15,7,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"HC Joliet, LLC",593,11735,106,35,521,691,1398,124,1532,61,198,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",1386,22546,777,137,1212,2096,6320,3821,45883,498,167,0,0,0,March,3,2024
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,305,4602,197,42,80,207,94,19,2908,7,9,0,0,0,March,3,2024
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,94,48641,1596,5,157,9336,8,6,4964,101,28,0,0,0,March,3,2024
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,48,511,13,4,7,12,38,0,590,0,3,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",142,10124,183,15,44,216,281,53,3084,1,44,0,0,0,March,3,2024
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2024
Wager Details,Online Wagering,"Casino Queen, Inc.",289981,3739920,172723,16390,215300,266297,286730,391414,6993190,316627,772,0,0,0,March,3,2024
Wager Details,Online Wagering,Elgin Riverboat Resort,23049,260906,5527,988,12080,21616,29168,28739,223469,256,5936,0,0,0,March,3,2024
Wager Details,Online Wagering,"Fairmount Park, Inc.",274478,3106575,18724,11081,168840,182921,318829,255785,9233677,396867,28923,0,0,0,March,3,2024
Wager Details,Online Wagering,FHR-Illinois LLC,2579,18503,891,114,1413,2981,503,539,0,0,286,0,22,0,March,3,2024
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",12685,242365,4774,0,17158,21563,36028,51788,325078,443,1116,0,0,0,March,3,2024
Wager Details,Online Wagering,"HC Aurora, LLC",36284,501409,16151,1952,20962,48301,33294,64570,556952,57794,6554,0,0,0,March,3,2024
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2024
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",27408,382648,13677,1197,27891,46500,66537,89185,652318,21018,7897,0,0,0,March,3,2024
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2024
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,37080,519525,13309,1060,20931,40245,41128,57380,645996,36824,5384,0,0,0,March,3,2024
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2024
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,3,2024
Wager Details,Total,"Alton Casino, LLC",1909,27104,250,93,751,2129,710,409,5286,66,228,0,0,0,March,3,2024
Wager Details,Total,"Casino Queen, Inc.",291655,3758331,173522,16643,216554,269146,287978,391671,7083767,316743,1016,0,0,0,March,3,2024
Wager Details,Total,Elgin Riverboat Resort,23421,267557,5585,1039,12411,22155,29306,28826,238831,256,5995,0,0,0,March,3,2024
Wager Details,Total,"Fairmount Park, Inc.",274933,3110672,18881,11117,169490,183836,318913,255860,9248502,397057,29042,0,0,0,March,3,2024
Wager Details,Total,FHR-Illinois LLC,3161,25919,987,194,1574,3384,547,574,0,0,469,0,23,0,March,3,2024
Wager Details,Total,"Hawthorne Race Course, Inc.",13019,261058,4883,0,17158,22595,36090,51788,336220,443,1146,0,0,0,March,3,2024
Wager Details,Total,"HC Aurora, LLC",37155,512347,16402,1974,21192,48945,38263,64661,558703,57809,6561,0,0,0,March,3,2024
Wager Details,Total,"HC Joliet, LLC",593,11735,106,35,521,691,1398,124,1532,61,198,0,0,0,March,3,2024
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",28794,405194,14454,1334,29103,48596,72857,93006,698201,21516,8064,0,0,0,March,3,2024
Wager Details,Total,Northside Crown Gaming LLC,305,4602,197,42,80,207,94,19,2908,7,9,0,0,0,March,3,2024
Wager Details,Total,Par-A-Dice Gaming Corporation,37174,568166,14905,1065,21088,49581,41136,57386,650960,36925,5412,0,0,0,March,3,2024
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,48,511,13,4,7,12,38,0,590,0,3,0,0,0,March,3,2024
Wager Details,Total,"The Rock Island Boatworks, LLC",142,10124,183,15,44,216,281,53,3084,1,44,0,0,0,March,3,2024
Wager Details,In-Person Wagering,"Alton Casino, LLC",10649,11279,355,188,1254,1872,723,457,7247,36,137,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"Casino Queen, Inc.",7181,6476,616,620,2042,2662,1174,569,78332,27,210,0,0,0,April,4,2024
Wager Details,In-Person Wagering,Elgin Riverboat Resort,1888,4378,95,90,495,403,206,132,12636,1,29,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",1882,1439,162,57,992,792,97,150,13313,355,143,0,0,0,April,4,2024
Wager Details,In-Person Wagering,FHR-Illinois LLC,2387,2550,165,90,416,385,55,56,0,0,111,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",4954,8331,69,20,19,729,65,34,9285,0,14,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"HC Aurora, LLC",4450,4194,223,57,458,721,5002,20,2298,20,37,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"HC Joliet, LLC",3695,4810,130,140,740,762,1732,181,2409,32,174,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",7550,8500,821,401,1650,2518,8872,2645,39610,741,129,0,0,0,April,4,2024
Wager Details,In-Person Wagering,Northside Crown Gaming LLC,2630,1590,407,195,274,406,248,47,3623,6,39,0,0,0,April,4,2024
Wager Details,In-Person Wagering,Par-A-Dice Gaming Corporation,1796,933,45,26,290,168,13,7,3661,35692,27,0,0,0,April,4,2024
Wager Details,In-Person Wagering,Southern Illinois Riverboat/Casino Cruises LLC,42,195,11,4,40,22,40,0,464,1,15,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"The Rock Island Boatworks, LLC",1102,3809,412,29,132,167,760,16,4857,0,30,0,0,0,April,4,2024
Wager Details,Online Wagering,"Alton Casino, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2024
Wager Details,Online Wagering,"Casino Queen, Inc.",1628020,1632999,186492,79674,435118,286229,290035,408349,6277718,292342,147,0,0,0,April,4,2024
Wager Details,Online Wagering,Elgin Riverboat Resort,106395,115858,5110,3342,18764,22646,33026,24885,201594,207,4937,0,0,0,April,4,2024
Wager Details,Online Wagering,"Fairmount Park, Inc.",1189785,1851961,49501,75523,293438,188160,302276,242479,8848028,495827,17649,0,0,0,April,4,2024
Wager Details,Online Wagering,FHR-Illinois LLC,16656,6602,965,1126,2262,3398,846,726,0,0,251,0,0,0,April,4,2024
Wager Details,Online Wagering,"Hawthorne Race Course, Inc.",96361,133715,7097,2607,23562,23012,30638,52356,337805,6315,986,0,0,0,April,4,2024
Wager Details,Online Wagering,"HC Aurora, LLC",200670,224888,17751,6798,50081,50068,37434,66309,538460,72544,4407,0,0,0,April,4,2024
Wager Details,Online Wagering,"HC Joliet, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2024
Wager Details,Online Wagering,"Midwest Gaming & Entertainment, LLC",159626,159055,11763,6494,47655,44540,62262,86870,592283,25680,5297,0,0,0,April,4,2024
Wager Details,Online Wagering,Northside Crown Gaming LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2024
Wager Details,Online Wagering,Par-A-Dice Gaming Corporation,164194,283603,10720,4806,43038,42237,44880,61822,551405,45235,2883,0,0,0,April,4,2024
Wager Details,Online Wagering,Southern Illinois Riverboat/Casino Cruises LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2024
Wager Details,Online Wagering,"The Rock Island Boatworks, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,4,2024
Wager Details,Total,"Alton Casino, LLC",10649,11279,355,188,1254,1872,723,457,7247,36,137,0,0,0,April,4,2024
Wager Details,Total,"Casino Queen, Inc.",1635201,1639475,187108,80294,437160,288891,291209,408918,6356050,292369,357,0,0,0,April,4,2024
Wager Details,Total,Elgin Riverboat Resort,108283,120236,5205,3432,19259,23049,33232,25017,214230,208,4966,0,0,0,April,4,2024
Wager Details,Total,"Fairmount Park, Inc.",1191667,1853400,49663,75580,294430,188952,302373,242629,8861341,496182,17792,0,0,0,April,4,2024
Wager Details,Total,FHR-Illinois LLC,19043,9152,1130,1216,2678,3783,901,782,0,0,362,0,0,0,April,4,2024
Wager Details,Total,"Hawthorne Race Course, Inc.",101315,142046,7166,2627,23581,23741,30703,52390,347090,6315,1000,0,0,0,April,4,2024
Wager Details,Total,"HC Aurora, LLC",205120,229082,17974,6855,50539,50789,42436,66329,540758,72564,4444,0,0,0,April,4,2024
Wager Details,Total,"HC Joliet, LLC",3695,4810,130,140,740,762,1732,181,2409,32,174,0,0,0,April,4,2024
Wager Details,Total,"Midwest Gaming & Entertainment, LLC",167176,167555,12584,6895,49305,47058,71134,89515,631893,26421,5426,0,0,0,April,4,2024
Wager Details,Total,Northside Crown Gaming LLC,2630,1590,407,195,274,406,248,47,3623,6,39,0,0,0,April,4,2024
Wager Details,Total,Par-A-Dice Gaming Corporation,165990,284536,10765,4832,43328,42405,44893,61829,555066,80927,2910,0,0,0,April,4,2024
Wager Details,Total,Southern Illinois Riverboat/Casino Cruises LLC,42,195,11,4,40,22,40,0,464,1,15,0,0,0,April,4,2024
Wager Details,Total,"The Rock Island Boatworks, LLC",1102,3809,412,29,132,167,760,16,4857,0,30,0,0,0,April,4,2024
Wager Details,In-Person Wagering,"Alton Casino, LLC",11611,7639,298,252,895,1030,714,484,6942,76,150,0,0,0,May,5,2024
Wager Details,In-Person Wagering,"Casino Queen, Inc.",8066,6211,749,328,1426,2514,1557,388,71363,165,274,0,0,0,May,5,2024
Wager Details,In-Person Wagering,Elgin Riverboat Resort,2285,2779,106,87,291,500,395,197,11270,3,104,0,0,0,May,5,2024
Wager Details,In-Person Wagering,"Fairmount Park, Inc.",1994,1082,162,89,892,605,141,141,10451,228,109,0,0,0,May,5,2024
Wager Details,In-Person Wagering,FHR-Illinois LLC,3338,1743,107,90,303,410,36,68,0,0,152,0,0,0,May,5,2024
Wager Details,In-Person Wagering,"Hawthorne Race Course, Inc.",5148,2653,152,142,762,961,781,388,14918,13,140,0,0,0,May,5,2024
Wager Details,In-Person Wagering,"HC Aurora, LLC",6203,2407,172,54,225,442,4001,64,2525,9,13,0,0,0,May,5,2024
Wager Details,In-Person Wagering,"HC Joliet, LLC",4455,2991,142,71,475,411,1609,201,2492,26,209,0,0,0,May,5,2024
Wager Details,In-Person Wagering,"Midwest Gaming & Entertainment, LLC",9436,6236,831,227,1092,1903,8114,1856,35821,738,164,0,1,0,May,5,2024
